Fund,ISIN,Index,Sector,Allocation
iShares Edge MSCI USA Momentum Factor UCITS ETF,IE00BD1F4N50,MSCI USA Momentum,Industrials,9.59
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),IE00BFF5RZ82,MSCI USA Momentum,Technology,31.22
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),IE00BFF5RZ82,MSCI USA Momentum,Other,28.81
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),IE00BFF5RZ82,MSCI USA Momentum,Financials,19.22
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),IE00BFF5RZ82,MSCI USA Momentum,Consumer Staples,11.16
iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),IE00BFF5RZ82,MSCI USA Momentum,Industrials,9.59
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,IE00BX7RRJ27,MSCI USA Quality,Technology,54.43
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,IE00BX7RRJ27,MSCI USA Quality,Other,13.93
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,IE00BX7RRJ27,MSCI USA Quality,Industrials,12.7
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,IE00BX7RRJ27,MSCI USA Quality,Health Care,10.21
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,IE00BX7RRJ27,MSCI USA Quality,Consumer Staples,8.73
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,IE00BWT3KN65,MSCI USA Quality (EUR Hedged),Technology,54.43
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,IE00BWT3KN65,MSCI USA Quality (EUR Hedged),Other,13.93
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,IE00BWT3KN65,MSCI USA Quality (EUR Hedged),Industrials,12.7
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,IE00BWT3KN65,MSCI USA Quality (EUR Hedged),Health Care,10.21
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,IE00BWT3KN65,MSCI USA Quality (EUR Hedged),Consumer Staples,8.73
iShares Edge MSCI USA Quality Factor UCITS ETF,IE00BD1F4L37,MSCI USA Sector Neutral Quality,Technology,41.48
iShares Edge MSCI USA Quality Factor UCITS ETF,IE00BD1F4L37,MSCI USA Sector Neutral Quality,Other,27.65
iShares Edge MSCI USA Quality Factor UCITS ETF,IE00BD1F4L37,MSCI USA Sector Neutral Quality,Consumer Discretionary,11.22
iShares Edge MSCI USA Quality Factor UCITS ETF,IE00BD1F4L37,MSCI USA Sector Neutral Quality,Health Care,9.98
iShares Edge MSCI USA Quality Factor UCITS ETF,IE00BD1F4L37,MSCI USA Sector Neutral Quality,Telecommunication,9.67
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),IE00BF2QSQ20,MSCI USA Sector Neutral Quality,Technology,41.48
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),IE00BF2QSQ20,MSCI USA Sector Neutral Quality,Other,27.65
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),IE00BF2QSQ20,MSCI USA Sector Neutral Quality,Consumer Discretionary,11.22
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),IE00BF2QSQ20,MSCI USA Sector Neutral Quality,Health Care,9.98
iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist),IE00BF2QSQ20,MSCI USA Sector Neutral Quality,Telecommunication,9.67
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,MSCI USA Small Cap,Other,37.28
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,MSCI USA Small Cap,Industrials,17.33
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,MSCI USA Small Cap,Technology,16.09
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,MSCI USA Small Cap,Financials,15.03
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,MSCI USA Small Cap,Consumer Discretionary,14.27
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,MSCI USA Small Cap Value Weighted,Other,38.4
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,MSCI USA Small Cap Value Weighted,Financials,22.68
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,MSCI USA Small Cap Value Weighted,Consumer Discretionary,17.12
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,MSCI USA Small Cap Value Weighted,Industrials,13.36
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,MSCI USA Small Cap Value Weighted,Technology,8.44
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,MSCI USA SRI Select Reduced Fossil Fuel,Other,33.71
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,MSCI USA SRI Select Reduced Fossil Fuel,Technology,31.94
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,MSCI USA SRI Select Reduced Fossil Fuel,Consumer Discretionary,13.26
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,MSCI USA SRI Select Reduced Fossil Fuel,Financials,11.67
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,MSCI USA SRI Select Reduced Fossil Fuel,Telecommunication,9.42
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,MSCI USA SRI Select Reduced Fossil Fuel,Other,33.71
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,MSCI USA SRI Select Reduced Fossil Fuel,Technology,31.94
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,MSCI USA SRI Select Reduced Fossil Fuel,Consumer Discretionary,13.26
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,MSCI USA SRI Select Reduced Fossil Fuel,Financials,11.67
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,MSCI USA SRI Select Reduced Fossil Fuel,Telecommunication,9.42
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,MSCI USA Value,Other,40.56
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,MSCI USA Value,Financials,20.73
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,MSCI USA Value,Health Care,14.77
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,MSCI USA Value,Technology,12.42
UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,MSCI USA Value,Industrials,11.52
Amundi MSCI World UCITS ETF UCITS ETF Acc,IE000BI8OT95,MSCI World,Other,37.02
Amundi MSCI World UCITS ETF UCITS ETF Acc,IE000BI8OT95,MSCI World,Technology,28.36
Amundi MSCI World UCITS ETF UCITS ETF Acc,IE000BI8OT95,MSCI World,Financials,13.48
Amundi MSCI World UCITS ETF UCITS ETF Acc,IE000BI8OT95,MSCI World,Consumer Discretionary,11.39
Amundi MSCI World UCITS ETF UCITS ETF Acc,IE000BI8OT95,MSCI World,Industrials,9.75
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D),IE000CNSFAR2,MSCI World,Other,37.02
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D),IE000CNSFAR2,MSCI World,Technology,28.36
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D),IE000CNSFAR2,MSCI World,Financials,13.48
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D),IE000CNSFAR2,MSCI World,Consumer Discretionary,11.39
Amundi MSCI World UCITS ETF UCITS ETF DR - USD (D),IE000CNSFAR2,MSCI World,Industrials,9.75
iShares Core MSCI World UCITS ETF USD (Dist),IE000OHHIBC6,MSCI World,Other,37.24
iShares Core MSCI World UCITS ETF USD (Dist),IE000OHHIBC6,MSCI World,Technology,28.2
iShares Core MSCI World UCITS ETF USD (Dist),IE000OHHIBC6,MSCI World,Financials,13.48
iShares Core MSCI World UCITS ETF USD (Dist),IE000OHHIBC6,MSCI World,Consumer Discretionary,11.31
iShares Core MSCI World UCITS ETF USD (Dist),IE000OHHIBC6,MSCI World,Industrials,9.77
HSBC MSCI World UCITS ETF USD (Acc),IE000UQND7H4,MSCI World,Other,37.09
HSBC MSCI World UCITS ETF USD (Acc),IE000UQND7H4,MSCI World,Technology,28.17
HSBC MSCI World UCITS ETF USD (Acc),IE000UQND7H4,MSCI World,Financials,13.55
HSBC MSCI World UCITS ETF USD (Acc),IE000UQND7H4,MSCI World,Consumer Discretionary,11.34
HSBC MSCI World UCITS ETF USD (Acc),IE000UQND7H4,MSCI World,Industrials,9.85
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,MSCI World,Other,37.21
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,MSCI World,Technology,28.21
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,MSCI World,Financials,13.48
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,MSCI World,Consumer Discretionary,11.34
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,MSCI World,Industrials,9.76
iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,MSCI World,Other,37.24
iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,MSCI World,Technology,28.2
iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,MSCI World,Financials,13.48
iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,MSCI World,Consumer Discretionary,11.31
iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,MSCI World,Industrials,9.77
HSBC MSCI World UCITS ETF USD,IE00B4X9L533,MSCI World,Other,37.09
HSBC MSCI World UCITS ETF USD,IE00B4X9L533,MSCI World,Technology,28.17
HSBC MSCI World UCITS ETF USD,IE00B4X9L533,MSCI World,Financials,13.55
HSBC MSCI World UCITS ETF USD,IE00B4X9L533,MSCI World,Consumer Discretionary,11.34
HSBC MSCI World UCITS ETF USD,IE00B4X9L533,MSCI World,Industrials,9.85
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,MSCI World,Other,37.71
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,MSCI World,Technology,27.9
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,MSCI World,Financials,13.46
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,MSCI World,Consumer Discretionary,11.19
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,MSCI World,Industrials,9.74
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,IE00BD4TXV59,MSCI World,Other,37.71
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,IE00BD4TXV59,MSCI World,Technology,27.9
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,IE00BD4TXV59,MSCI World,Financials,13.46
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,IE00BD4TXV59,MSCI World,Consumer Discretionary,11.19
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,IE00BD4TXV59,MSCI World,Industrials,9.74
SPDR MSCI World UCITS ETF,IE00BFY0GT14,MSCI World,Other,37.17
SPDR MSCI World UCITS ETF,IE00BFY0GT14,MSCI World,Technology,28.16
SPDR MSCI World UCITS ETF,IE00BFY0GT14,MSCI World,Financials,13.55
SPDR MSCI World UCITS ETF,IE00BFY0GT14,MSCI World,Consumer Discretionary,11.3
SPDR MSCI World UCITS ETF,IE00BFY0GT14,MSCI World,Industrials,9.82
Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,MSCI World,Other,37.47
Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,MSCI World,Technology,27.55
Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,MSCI World,Financials,13.81
Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,MSCI World,Consumer Discretionary,11.26
Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,MSCI World,Industrials,9.91
Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,MSCI World,Other,37.47
Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,MSCI World,Technology,27.55
Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,MSCI World,Financials,13.81
Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,MSCI World,Consumer Discretionary,11.26
Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,MSCI World,Industrials,9.91
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,LU0340285161,MSCI World,Other,37.44
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,LU0340285161,MSCI World,Technology,28.05
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,LU0340285161,MSCI World,Financials,13.48
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,LU0340285161,MSCI World,Consumer Discretionary,11.27
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,LU0340285161,MSCI World,Industrials,9.76
Amundi MSCI World V UCITS ETF Acc,LU1781541179,MSCI World,Other,37.02
Amundi MSCI World V UCITS ETF Acc,LU1781541179,MSCI World,Technology,28.34
Amundi MSCI World V UCITS ETF Acc,LU1781541179,MSCI World,Financials,13.45
Amundi MSCI World V UCITS ETF Acc,LU1781541179,MSCI World,Consumer Discretionary,11.4
Amundi MSCI World V UCITS ETF Acc,LU1781541179,MSCI World,Industrials,9.79
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,MSCI World 100% Hedged to EUR,Other,36.91
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,MSCI World 100% Hedged to EUR,Technology,28.38
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,MSCI World 100% Hedged to EUR,Financials,13.55
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,MSCI World 100% Hedged to EUR,Consumer Discretionary,11.37
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,MSCI World 100% Hedged to EUR,Industrials,9.79
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,MSCI World 100% Hedged to EUR,Other,37.24
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,MSCI World 100% Hedged to EUR,Technology,28.2
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,MSCI World 100% Hedged to EUR,Financials,13.48
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,MSCI World 100% Hedged to EUR,Consumer Discretionary,11.31
iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,MSCI World 100% Hedged to EUR,Industrials,9.77
iShares MSCI World Consumer Discretionary Sector UCITS ETF USD (Dist),IE00BJ5JP212,MSCI World Consumer Discretionary,Consumer Discretionary,95.95
iShares MSCI World Consumer Discretionary Sector UCITS ETF USD (Dist),IE00BJ5JP212,MSCI World Consumer Discretionary,Technology,2.04
iShares MSCI World Consumer Discretionary Sector UCITS ETF USD (Dist),IE00BJ5JP212,MSCI World Consumer Discretionary,Other,1.39
iShares MSCI World Consumer Discretionary Sector UCITS ETF USD (Dist),IE00BJ5JP212,MSCI World Consumer Discretionary,Telecommunication,0.62
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,IE00BM67HP23,MSCI World Consumer Discretionary,Consumer Discretionary,99.12
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,IE00BM67HP23,MSCI World Consumer Discretionary,Technology,0.4
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,IE00BM67HP23,MSCI World Consumer Discretionary,Other,0.36
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,IE00BM67HP23,MSCI World Consumer Discretionary,Telecommunication,0.12
SPDR MSCI World Consumer Discretionary UCITS ETF,IE00BYTRR640,MSCI World Consumer Discretionary,Consumer Discretionary,99.1
SPDR MSCI World Consumer Discretionary UCITS ETF,IE00BYTRR640,MSCI World Consumer Discretionary,Technology,0.41
SPDR MSCI World Consumer Discretionary UCITS ETF,IE00BYTRR640,MSCI World Consumer Discretionary,Other,0.37
SPDR MSCI World Consumer Discretionary UCITS ETF,IE00BYTRR640,MSCI World Consumer Discretionary,Telecommunication,0.12
Xtrackers MSCI World Consumer Staples UCITS ETF 1C,IE00BM67HN09,MSCI World Consumer Staples,Consumer Staples,95.55
Xtrackers MSCI World Consumer Staples UCITS ETF 1C,IE00BM67HN09,MSCI World Consumer Staples,Consumer Discretionary,2.24
Xtrackers MSCI World Consumer Staples UCITS ETF 1C,IE00BM67HN09,MSCI World Consumer Staples,Other,2.22
SPDR MSCI World Consumer Staples UCITS ETF,IE00BYTRR756,MSCI World Consumer Staples,Consumer Staples,95.54
SPDR MSCI World Consumer Staples UCITS ETF,IE00BYTRR756,MSCI World Consumer Staples,Consumer Discretionary,2.25
SPDR MSCI World Consumer Staples UCITS ETF,IE00BYTRR756,MSCI World Consumer Staples,Other,2.21
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IE00BZ0PKT83,MSCI World Diversified Multiple-Factor,Other,37.8
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IE00BZ0PKT83,MSCI World Diversified Multiple-Factor,Technology,20.79
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IE00BZ0PKT83,MSCI World Diversified Multiple-Factor,Financials,18.62
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IE00BZ0PKT83,MSCI World Diversified Multiple-Factor,Industrials,13.35
iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IE00BZ0PKT83,MSCI World Diversified Multiple-Factor,Telecommunication,9.44
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),IE00BFYTYS33,MSCI World Enhanced Value,Other,36.85
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),IE00BFYTYS33,MSCI World Enhanced Value,Technology,25.39
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),IE00BFYTYS33,MSCI World Enhanced Value,Financials,15.85
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),IE00BFYTYS33,MSCI World Enhanced Value,Consumer Discretionary,11.09
iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),IE00BFYTYS33,MSCI World Enhanced Value,Industrials,10.82
Xtrackers MSCI World Value Factor UCITS ETF 1C,IE00BL25JM42,MSCI World Enhanced Value,Other,36.67
Xtrackers MSCI World Value Factor UCITS ETF 1C,IE00BL25JM42,MSCI World Enhanced Value,Technology,25.45
Xtrackers MSCI World Value Factor UCITS ETF 1C,IE00BL25JM42,MSCI World Enhanced Value,Financials,15.86
Xtrackers MSCI World Value Factor UCITS ETF 1C,IE00BL25JM42,MSCI World Enhanced Value,Consumer Discretionary,11.14
Xtrackers MSCI World Value Factor UCITS ETF 1C,IE00BL25JM42,MSCI World Enhanced Value,Industrials,10.88
iShares Edge MSCI World Value Factor UCITS ETF,IE00BP3QZB59,MSCI World Enhanced Value,Other,36.85
iShares Edge MSCI World Value Factor UCITS ETF,IE00BP3QZB59,MSCI World Enhanced Value,Technology,25.39
iShares Edge MSCI World Value Factor UCITS ETF,IE00BP3QZB59,MSCI World Enhanced Value,Financials,15.85
iShares Edge MSCI World Value Factor UCITS ETF,IE00BP3QZB59,MSCI World Enhanced Value,Consumer Discretionary,11.09
iShares Edge MSCI World Value Factor UCITS ETF,IE00BP3QZB59,MSCI World Enhanced Value,Industrials,10.82
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,MSCI World ESG Screened,Other,32.44
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,MSCI World ESG Screened,Technology,30.57
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,MSCI World ESG Screened,Financials,14.53
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,MSCI World ESG Screened,Consumer Discretionary,12.13
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,MSCI World ESG Screened,Health Care,10.33
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,MSCI World ESG Screened,Other,32.44
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,MSCI World ESG Screened,Technology,30.57
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,MSCI World ESG Screened,Financials,14.53
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,MSCI World ESG Screened,Consumer Discretionary,12.13
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,MSCI World ESG Screened,Health Care,10.33
Xtrackers MSCI World ex USA UCITS ETF 1C,IE0006WW1TQ4,MSCI World ex USA,Other,41.39
Xtrackers MSCI World ex USA UCITS ETF 1C,IE0006WW1TQ4,MSCI World ex USA,Financials,22.56
Xtrackers MSCI World ex USA UCITS ETF 1C,IE0006WW1TQ4,MSCI World ex USA,Industrials,15.95
Xtrackers MSCI World ex USA UCITS ETF 1C,IE0006WW1TQ4,MSCI World ex USA,Consumer Discretionary,10.55
Xtrackers MSCI World ex USA UCITS ETF 1C,IE0006WW1TQ4,MSCI World ex USA,Technology,9.55
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,MSCI World Financials,Financials,84.42
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,MSCI World Financials,Technology,12.18
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,MSCI World Financials,Other,3.29
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,MSCI World Financials,Utilities,0.06
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,MSCI World Financials,Energy,0.05
SPDR MSCI World Financials UCITS ETF,IE00BYTRR970,MSCI World Financials,Financials,84.48
SPDR MSCI World Financials UCITS ETF,IE00BYTRR970,MSCI World Financials,Technology,12.17
SPDR MSCI World Financials UCITS ETF,IE00BYTRR970,MSCI World Financials,Other,3.28
SPDR MSCI World Financials UCITS ETF,IE00BYTRR970,MSCI World Financials,Utilities,0.04
SPDR MSCI World Financials UCITS ETF,IE00BYTRR970,MSCI World Financials,Energy,0.04
iShares MSCI World Health Care Sector UCITS ETF USD (Dist),IE00BJ5JNZ06,MSCI World Health Care,Health Care,92.45
iShares MSCI World Health Care Sector UCITS ETF USD (Dist),IE00BJ5JNZ06,MSCI World Health Care,Other,7.3
iShares MSCI World Health Care Sector UCITS ETF USD (Dist),IE00BJ5JNZ06,MSCI World Health Care,Consumer Discretionary,0.25
Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,MSCI World Health Care,Health Care,93.13
Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,MSCI World Health Care,Other,5.88
Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,MSCI World Health Care,Consumer Discretionary,1.0
SPDR MSCI World Health Care UCITS ETF,IE00BYTRRB94,MSCI World Health Care,Health Care,93.15
SPDR MSCI World Health Care UCITS ETF,IE00BYTRRB94,MSCI World Health Care,Other,5.84
SPDR MSCI World Health Care UCITS ETF,IE00BYTRRB94,MSCI World Health Care,Consumer Discretionary,1.01
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,MSCI World High Dividend Yield,Other,34.13
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,MSCI World High Dividend Yield,Technology,29.4
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,MSCI World High Dividend Yield,Financials,14.31
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,MSCI World High Dividend Yield,Consumer Discretionary,11.97
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,MSCI World High Dividend Yield,Health Care,10.19
iShares MSCI World Quality Dividend UCITS ETF USD (Acc),IE00BKPSFC54,MSCI World High Dividend Yield,Technology,32.15
iShares MSCI World Quality Dividend UCITS ETF USD (Acc),IE00BKPSFC54,MSCI World High Dividend Yield,Other,29.29
iShares MSCI World Quality Dividend UCITS ETF USD (Acc),IE00BKPSFC54,MSCI World High Dividend Yield,Health Care,15.09
iShares MSCI World Quality Dividend UCITS ETF USD (Acc),IE00BKPSFC54,MSCI World High Dividend Yield,Financials,11.95
iShares MSCI World Quality Dividend UCITS ETF USD (Acc),IE00BKPSFC54,MSCI World High Dividend Yield,Industrials,11.52
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,MSCI World High Dividend Yield,Technology,32.15
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,MSCI World High Dividend Yield,Other,29.29
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,MSCI World High Dividend Yield,Health Care,15.09
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,MSCI World High Dividend Yield,Financials,11.95
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,MSCI World High Dividend Yield,Industrials,11.52
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,MSCI World Industrials,Industrials,91.85
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,MSCI World Industrials,Other,4.65
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,MSCI World Industrials,Technology,3.25
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,MSCI World Industrials,Consumer Discretionary,0.14
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,MSCI World Industrials,Financials,0.11
SPDR MSCI World Industrials UCITS ETF,IE00BYTRRC02,MSCI World Industrials,Industrials,91.89
SPDR MSCI World Industrials UCITS ETF,IE00BYTRRC02,MSCI World Industrials,Other,4.6
SPDR MSCI World Industrials UCITS ETF,IE00BYTRRC02,MSCI World Industrials,Technology,3.26
SPDR MSCI World Industrials UCITS ETF,IE00BYTRRC02,MSCI World Industrials,Consumer Discretionary,0.14
SPDR MSCI World Industrials UCITS ETF,IE00BYTRRC02,MSCI World Industrials,Financials,0.11
Xtrackers MSCI World ESG UCITS ETF 1C,IE00BZ02LR44,MSCI World Low Carbon SRI Leaders,Technology,35.81
