Fund,ISIN,Index,Country,Allocation
iShares Global High Yield Corp Bond GBP Hedged UCITS ETF (Dist),IE00B8KQFS66,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),United Kingdom,4.82
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist),IE00BJSFQX44,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),Other,45.22
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist),IE00BJSFQX44,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),United States,38.31
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist),IE00BJSFQX44,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),Italy,6.51
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist),IE00BJSFQX44,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),United Kingdom,5.06
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist),IE00BJSFQX44,Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged),France,4.9
HANetf The Medical Cannabis and Wellness UCITS ETF,IE00BG5J1M21,Medical Cannabis and Wellness Equity,United States,72.59
HANetf The Medical Cannabis and Wellness UCITS ETF,IE00BG5J1M21,Medical Cannabis and Wellness Equity,Ireland,22.81
HANetf The Medical Cannabis and Wellness UCITS ETF,IE00BG5J1M21,Medical Cannabis and Wellness Equity,Canada,3.55
HANetf The Medical Cannabis and Wellness UCITS ETF,IE00BG5J1M21,Medical Cannabis and Wellness Equity,Other,1.05
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,NL0011683594,Morningstar Developed Markets Large Cap Dividend Leaders,Other,49.89
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,NL0011683594,Morningstar Developed Markets Large Cap Dividend Leaders,United States,19.36
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,NL0011683594,Morningstar Developed Markets Large Cap Dividend Leaders,France,12.48
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,NL0011683594,Morningstar Developed Markets Large Cap Dividend Leaders,United Kingdom,9.5
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,NL0011683594,Morningstar Developed Markets Large Cap Dividend Leaders,Canada,8.77
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,MSCI ACWI,United States,63.61
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,MSCI ACWI,Other,25.91
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,MSCI ACWI,Japan,4.84
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,MSCI ACWI,United Kingdom,3.09
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,MSCI ACWI,Canada,2.55
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,MSCI ACWI,United States,63.41
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,MSCI ACWI,Other,26.29
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,MSCI ACWI,Japan,4.8
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,MSCI ACWI,United Kingdom,2.98
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,MSCI ACWI,China,2.52
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,MSCI ACWI IMI,United States,62.21
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,MSCI ACWI IMI,Other,26.69
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,MSCI ACWI IMI,Japan,5.38
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,MSCI ACWI IMI,United Kingdom,3.33
SPDR MSCI ACWI IMI UCITS ETF,IE00B3YLTY66,MSCI ACWI IMI,Canada,2.39
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),IE000I8KRLL9,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,United States,58.82
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),IE000I8KRLL9,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,Taiwan,14.25
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),IE000I8KRLL9,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,Netherlands,10.65
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),IE000I8KRLL9,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,Other,10.24
iShares MSCI Global Semiconductors UCITS ETF USD (Acc),IE000I8KRLL9,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,Japan,6.04
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,MSCI ACWI Select ESG Screened,United States,63.31
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,MSCI ACWI Select ESG Screened,Other,26.49
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,MSCI ACWI Select ESG Screened,Japan,4.78
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,MSCI ACWI Select ESG Screened,United Kingdom,2.94
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,MSCI ACWI Select ESG Screened,China,2.48
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,LU1900066033,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,United States,69.99
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,LU1900066033,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,Taiwan,16.38
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,LU1900066033,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,Netherlands,6.49
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,LU1900066033,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,Other,4.13
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,LU1900066033,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,Japan,3.01
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Other,26.23
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,China,24.54
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,Taiwan,21.54
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,India,18.46
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ122,MSCI EM ESG Enhanced Focus CTB,South Korea,9.23
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Other,26.23
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,China,24.54
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,Taiwan,21.54
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,India,18.46
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,MSCI EM ESG Enhanced Focus CTB,South Korea,9.23
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Other,27.5
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,China,25.68
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,Taiwan,19.64
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,India,18.23
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,MSCI Emerging Markets,South Korea,8.95
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Other,27.32
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,China,25.74
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,Taiwan,19.54
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,India,18.39
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,MSCI Emerging Markets,South Korea,9.01
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Other,27.52
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,China,25.61
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,Taiwan,19.64
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,India,18.29
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,MSCI Emerging Markets,South Korea,8.94
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Other,27.33
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,China,25.66
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,Taiwan,19.6
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,India,18.4
HSBC MSCI Emerging Markets UCITS ETF USD,IE00B5SSQT16,MSCI Emerging Markets,South Korea,9.01
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Other,27.87
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,China,25.24
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,Taiwan,19.81
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,India,17.56
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,MSCI Emerging Markets,South Korea,9.52
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Other,27.7
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,China,25.67
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,Taiwan,19.66
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,India,17.96
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,LU0480132876,MSCI Emerging Markets,South Korea,9.01
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Other,27.7
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,China,25.67
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,Taiwan,19.66
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,India,17.96
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,LU0950674175,MSCI Emerging Markets,South Korea,9.01
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Other,27.09
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,China,25.77
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,Taiwan,19.73
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,India,18.39
Amundi ETF MSCI Emerging Markets UCITS ETF DR,LU1437017350,MSCI Emerging Markets,South Korea,9.02
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Other,27.09
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,China,25.77
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,Taiwan,19.73
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,India,18.39
Amundi Index MSCI Emerging Markets UCITS ETF DR EUR (D),LU1737652583,MSCI Emerging Markets,South Korea,9.02
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,China,31.86
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Taiwan,24.21
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,India,22.58
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,South Korea,11.15
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,MSCI Emerging Markets Asia,Other,10.2
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,China,31.7
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Taiwan,24.27
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,India,21.94
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,South Korea,11.05
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,MSCI Emerging Markets Asia,Other,11.04
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,China,29.95
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Taiwan,26.31
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,India,22.87
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,South Korea,11.25
Amundi MSCI Emerging Asia II UCITS ETF Acc,LU1781541849,MSCI Emerging Markets Asia,Other,9.62
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Other,29.07
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,China,22.8
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,Taiwan,19.72
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,India,19.32
iShares Core MSCI Emerging Markets IMI UCITS ETF,IE00BD45KH83,MSCI Emerging Markets IMI,South Korea,9.09
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Other,29.07
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,China,22.8
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,Taiwan,19.72
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,India,19.32
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IE00BKM4GZ66,MSCI Emerging Markets IMI,South Korea,9.09
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Other,28.29
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,China,23.08
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,Taiwan,20.56
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,India,18.96
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,MSCI Emerging Markets IMI ESG Screened,South Korea,9.11
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Other,28.29
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,China,23.08
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,Taiwan,20.56
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,India,18.96
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,MSCI Emerging Markets IMI ESG Screened,South Korea,9.11
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Other,32.6
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,India,22.33
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,China,22.05
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Taiwan,13.96
iShares Edge MSCI EM Minimum Volatility UCITS ETF,IE00B8KGV557,MSCI Emerging Markets Minimum Volatility,Saudi Arabia,9.06
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,China,30.2
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Other,27.24
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,Taiwan,17.97
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,South Korea,13.77
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc),IE00BG0SKF03,MSCI Emerging Markets Select Value Factor Focus,India,10.82
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Other,37.56
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,India,26.13
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,Taiwan,20.31
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,South Korea,9.83
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,MSCI Emerging Markets Small Cap,China,6.17
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Other,37.22
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,India,26.49
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,Taiwan,20.35
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,South Korea,9.89
SPDR MSCI Emerging Markets Small Cap UCITS ETF,IE00B48X4842,MSCI Emerging Markets Small Cap,China,6.05
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Other,34.38
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Taiwan,27.4
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,India,17.09
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,China,14.01
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,South Korea,7.12
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Other,34.38
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,Taiwan,27.4
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,India,17.09
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,China,14.01
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,South Korea,7.12
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,France,30.53
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Germany,27.37
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Other,18.63
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Netherlands,15.59
iShares Core MSCI EMU UCITS ETF EUR (Acc),IE00B53QG562,MSCI EMU,Spain,7.88
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,France,30.89
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Germany,27.43
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Other,17.97
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Netherlands,15.73
SPDR MSCI EMU UCITS ETF,IE00B910VR50,MSCI EMU,Spain,7.98
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,France,30.53
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Germany,27.37
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Other,18.63
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Netherlands,15.59
iShares Core MSCI EMU UCITS ETF EUR (Dist),IE00BYXZ2585,MSCI EMU,Spain,7.88
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,France,30.75
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Germany,27.31
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Other,18.32
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Netherlands,15.67
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,LU0147308422,MSCI EMU,Spain,7.95
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,France,30.79
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Germany,27.58
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Other,17.97
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Netherlands,15.69
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,MSCI EMU,Spain,7.97
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,France,30.75
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Germany,27.31
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Other,18.32
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Netherlands,15.67
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,LU0950668870,MSCI EMU,Spain,7.95
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,France,36.82
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Other,24.62
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Netherlands,16.35
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Germany,13.69
Amundi Index MSCI EMU UCITS ETF DR EUR (C),LU1602144575,MSCI EMU,Italy,8.52
